Dates,Total Flooded Area (m^2),Fractional Flooded Area
2017-01-02,0.0,0.0
2017-01-03,4212580.055521767,0.035226140347849766
2017-01-27,12224874.516392393,0.10222598497204165
2017-02-05,31917622.857848134,0.26689929865820367
2017-02-08,35324531.163753465,0.29538830742582733
2017-02-17,44723634.14220239,0.37398482459557064
2017-02-20,43023064.198690414,0.35976443834487704
2017-02-24,24165155.80852668,0.2020721645213656
2017-03-04,25485580.949313954,0.2131137306673271
2017-03-08,6153679.274993568,0.051457863575183456
2017-03-13,11934091.016171385,0.09979441565950177
2017-03-20,2075758.4829499184,0.017357761439521613
2017-03-25,3262154.54738195,0.027278559079684923
2017-03-28,2924956.5650064806,0.024458865852347824
2017-04-01,775873.918446081,0.006487958254370217
2017-04-06,1983942.5248771824,0.01658998449935332
2017-04-09,2864904.241146312,0.023956700537829948
2017-04-18,4960458.359979157,0.04147999564999308
2017-04-21,2192998.3701604204,0.01833813656991939
2017-04-25,336941.51272705675,0.0028175485949002354
2017-04-30,1868912.5473703719,0.015628088920288052
2017-05-03,1946443.867575582,0.0162764158674099
2017-05-07,273887.98195573397,0.0022902867992539632
2017-05-12,556823.530923881,0.004656230526372852
2017-05-15,1860327.8306415337,0.01555630240647683
2017-05-19,314788.3581798479,0.0026323010456685736
2017-05-24,414881.1655324001,0.003469290072141705
2017-05-27,668948.2306560739,0.005593831796181251
2017-05-31,241929.3766573139,0.0020230448001166334
2017-06-05,414261.25333527214,0.0034641062860126435
2017-06-08,684379.8943502388,0.005722873367837304
2017-06-12,318264.5914709353,0.002661369758946367
2017-06-20,1451566.8515685438,0.012138190126645946
2017-06-24,1393424.3356169157,0.011651994873358239
2017-06-29,1076508.6122728232,0.00900190452449326
2017-07-02,1720570.3153772391,0.014387631952151892
2017-07-06,4418963.853358401,0.036951948411386985
2017-07-11,14272340.713653956,0.11934716265213699
2017-07-18,11283119.696929362,0.09435090912625817
2017-07-23,15072902.72015971,0.12604156589828133
2017-07-26,13953995.847206475,0.11668512162343363
2017-07-30,19565545.641108856,0.1636096282212006
2017-08-04,31612438.37289675,0.26434730644507237
2017-08-07,31628660.19860205,0.2644829554538655
2017-08-11,25781865.366541933,0.21559129936076313
2017-08-16,38696973.56594171,0.32358910784000683
2017-08-19,19533186.552368134,0.16333903732761862
2017-08-23,9495304.217727814,0.07940096439966196
2017-08-28,15567385.38979046,0.130176494063542
2017-09-04,6020434.286616366,0.050343651714670444
2017-09-09,3724652.6859379187,0.031146028451106495
2017-09-12,3566472.4846818517,0.029823305109055447
2017-09-16,1365300.362630148,0.011416818566554899
2017-09-21,1378760.710968885,0.011529375743738935
2017-09-24,1450752.2016755643,0.012131377918667407
2017-09-28,693579.1932446349,0.005799799097362859
2017-10-03,3617458.9817929124,0.03024966080542381
2017-10-06,2435961.7616833854,0.020369827936344346
2017-10-10,618002.765866059,0.005167819217399
2017-10-15,1406682.1322649487,0.011762858287055197
