Dates,Total Flooded Area (m^2),Fractional Flooded Area
2017-01-02,0.0,0.0
2017-01-03,2615469.672601318,0.01870903253755013
2017-01-09,11295153.141212914,0.08079672643475387
2017-01-27,5226609.369511052,0.03738709180213545
2017-02-02,14699751.312042745,0.10515056950263653
2017-02-05,19823088.009317845,0.14179892905895683
2017-02-08,18041929.968008846,0.12905791198716426
2017-02-17,45581790.65378182,0.32605662126191864
2017-02-20,36645525.95262932,0.2621335451087402
2017-02-24,42573662.066484064,0.3045388127373359
2017-02-26,63071498.32027198,0.45116436509561386
2017-03-04,38964071.09251989,0.27871861084909283
2017-03-08,27121426.95859869,0.19400556035832062
2017-03-10,29986972.31196902,0.214503439502417
2017-03-13,26630609.70959325,0.19049463611483647
2017-03-20,5264643.8050069185,0.037659160524129764
2017-03-22,6178504.591421299,0.04419620867533729
2017-03-25,4310057.688777549,0.03083079508922639
2017-03-28,1336829.4880310658,0.00956263674197156
2017-04-01,700629.3482796763,0.005011756554106717
2017-04-03,3643048.3681611,0.026059530022386302
2017-04-06,2786311.983777035,0.0199311053423163
2017-04-09,833611.6973448511,0.005963008683559128
2017-04-15,3231795.814156117,0.023117749624536263
2017-04-18,1178042.101777649,0.008426795479085484
2017-04-21,383232.41373805626,0.0027413461425985696
2017-04-25,591899.5644040876,0.004233988382814576
2017-04-27,1120084.3015620513,0.008012210526563368
2017-04-30,1270083.3730659336,0.009085187031994338
2017-05-03,437468.41444926546,0.0031293082408183487
2017-05-07,367207.1157908122,0.0026267136450935503
2017-05-09,1605703.7479809928,0.011485953739530066
2017-05-12,736376.9588876164,0.005267467112332552
2017-05-15,416568.2673721912,0.0029798048702380044
2017-05-19,239895.33604042203,0.0017160243510385852
2017-05-21,803860.9288217581,0.005750194861955121
2017-05-24,393150.5674753825,0.0028122928880064436
2017-05-27,268643.06574730965,0.001921663214337629
2017-05-31,224145.888689288,0.0016033650738053163
2017-06-02,688549.2595910763,0.0049253450102455625
2017-06-05,397667.61417936435,0.002844604321262092
2017-06-08,315797.99962056475,0.0022589728766833996
2017-06-12,291886.2905245912,0.002087927137483504
2017-06-20,335914.60199109244,0.0024028713788292245
2017-06-24,604798.3761421952,0.0043262564335711995
2017-06-29,792200.3438095694,0.0056667841205937305
2017-07-02,719599.0003203747,0.0051474506670888985
2017-07-06,7482179.8941417625,0.05352168620333291
2017-07-11,40924741.33873725,0.29274371839140406
2017-07-18,42728568.5582761,0.3056468931045353
2017-07-23,59693037.75795258,0.42699749011732446
2017-07-26,77025705.75641163,0.5509818945027904
2017-07-30,62619786.89760183,0.4479331734695555
2017-08-01,69647995.28557254,0.4982075011701124
2017-08-04,68837294.49994202,0.49240837930092496
2017-08-07,38097769.59113583,0.27252176477341156
2017-08-11,30693244.47481044,0.21955556035603938
2017-08-13,72350640.94244179,0.5175401227873782
2017-08-16,48018986.45148284,0.3434904213771454
2017-08-19,31379059.45001184,0.22446134642582033
2017-08-23,19221028.927341174,0.13749226740188394
2017-08-25,13685592.70910124,0.09789606890588606
2017-08-28,12843953.620760633,0.0918756385206324
2017-09-04,7947222.741660505,0.05684824045732649
2017-09-06,7092573.54520533,0.050734745893740975
2017-09-09,9094994.70678642,0.06505850695981324
2017-09-12,6716776.699368555,0.048046588011460445
2017-09-16,2953054.8180471086,0.021123853682869384
2017-09-18,3976131.7237290917,0.028442148869899066
2017-09-21,2959657.8895342355,0.021171086912370973
2017-09-24,1286539.6568662156,0.009202902466545877
2017-09-28,584469.7263116275,0.004180841109085223
2017-09-30,2276180.870781962,0.016282024761714857
2017-10-03,1829458.0336238185,0.013086517590207156
2017-10-06,1089601.355974295,0.007794159280618512
2017-10-10,422089.8140112484,0.0030193017135047738
2017-10-12,1381432.994453161,0.009881695479941874
2017-10-15,1054052.8510689829,0.007539872969482178
2017-10-18,315309.05170377844,0.002255475324186366
