,Total Flooded Area (m^2),Fractional Flooded Area
2017-01-08 00:00:00.000000000,204889974.79524547,0.4597723965164263
2017-01-16 00:00:00.000000000,,
2017-01-24 00:00:00.000000001,,
2017-02-01 00:00:00.000000001,229338649.0441624,0.514635137176663
2017-02-09 00:00:00.000000002,,
2017-02-17 00:00:00.000000002,175358464.45028257,0.39350378919377904
2017-02-25 00:00:00.000000003,127669270.3869721,0.2864894022559268
2017-03-05 00:00:00.000000003,103320159.12078598,0.2318500805854197
2017-03-13 00:00:00.000000004,36498020.72655673,0.08190143258265749
2017-03-21 00:00:00.000000004,114054088.92999914,0.2559369820424234
2017-03-29 00:00:00.000000005,133567517.34129189,0.29972504807092276
2017-04-06 00:00:00.000000005,48776517.41127864,0.1094543367791423
2017-04-14 00:00:00.000000006,84310625.38700943,0.18919275247469794
2017-04-22 00:00:00.000000006,87433413.19242309,0.19620027753560995
2017-04-30 00:00:00.000000007,39617649.845315695,0.08890186956161464
2017-05-08 00:00:00.000000007,126670793.99324122,0.2842488246733999
2017-05-16 00:00:00.000000008,89348598.85069402,0.20049794754487751
2017-05-24 00:00:00.000000008,39665418.4674526,0.08900906218487559
2017-06-01 00:00:00.000000009,158544361.4088875,0.3557729999819501
2017-06-09 00:00:00.000000009,65373935.04181896,0.1466988846766346
2017-06-17 00:00:00.000000010,65672210.36210633,0.14736821346623144
2017-06-25 00:00:00.000000010,48161372.59250973,0.1080739539282357
2017-07-03 00:00:00.000000011,77212346.28378527,0.17326423865798596
2017-07-11 00:00:00.000000011,77212346.28378527,0.17326423865798596
2017-07-19 00:00:00.000000012,142461964.92470324,0.31968415775992287
2017-07-27 00:00:00.000000012,179573062.020789,0.4029613316005294
2017-08-04 00:00:00.000000013,137591136.76245695,0.3087540361694758
2017-08-12 00:00:00.000000013,201952121.50479704,0.45317986386902376
2017-08-20 00:00:00.000000014,151994656.72494128,0.3410754852693723
2017-08-28 00:00:00.000000014,114641606.04063492,0.25725536841160207
2017-09-05 00:00:00.000000015,130339081.00121954,0.2924804480627518
2017-09-13 00:00:00.000000015,124775038.07287212,0.2799947549289464
2017-09-21 00:00:00.000000016,78699960.00823385,0.1766024387229914
2017-09-29 00:00:00.000000016,112854289.69904985,0.2532446367077949
2017-10-07 00:00:00.000000017,125410687.50535144,0.28142115006227286
2017-10-15 00:00:00.000000017,81420398.22580355,0.18270709269699306
2017-10-23 00:00:00.000000018,101220888.6350807,0.22713932485853033
2017-10-31 00:00:00.000000018,101650481.1673132,0.22810332901865327
2017-11-08 00:00:00.000000019,75643709.17015049,0.1697442223871986
2017-11-16 00:00:00.000000019,99885676.62756471,0.22414311372049578
2017-11-24 00:00:00.000000020,113324852.0698171,0.25430057704423314
2017-12-02 00:00:00.000000020,77578458.02773577,0.17408579214822942
2017-12-10 00:00:00.000000021,97931959.59396093,0.21975897943792463
2017-12-18 00:00:00.000000021,104139199.07312904,0.23368800341257506
2017-12-26 00:00:00.000000022,79634219.53099816,0.17869891386863432
2018-01-03 00:00:00.000000022,156919244.92968217,0.3521262442096911
2018-01-11 00:00:00.000000023,178877627.97355863,0.40140077999797413
2018-01-19 00:00:00.000000023,137928219.3534192,0.30951044834057184
2018-01-27 00:00:00.000000024,217619031.51883942,0.4883363558855898
2018-02-04 00:00:00.000000024,206042047.7974592,0.4623576443584401
2018-02-12 00:00:00.000000025,134206909.98578726,0.3011598429590982
2018-02-20 00:00:00.000000025,126568001.5736875,0.2840181588385821
2018-02-28 00:00:00.000000026,64229337.532561794,0.14413041181502287
2018-03-08 00:00:00.000000026,27923960.57693045,0.06266127118965045
2018-03-16 00:00:00.000000027,97836753.52795891,0.21954533735430198
2018-03-24 00:00:00.000000027,76435827.86900225,0.17152173401440488
2018-04-01 00:00:00.000000028,36311947.19320474,0.08148388421581806
2018-04-09 00:00:00.000000028,41654323.15353157,0.09347215743819445
2018-04-17 00:00:00.000000029,63988814.16029026,0.14359067819751423
2018-04-25 00:00:00.000000029,25392422.78942269,0.056980509128951806
2018-05-03 00:00:00.000000030,60292767.91023888,0.13529676316472702
2018-05-11 00:00:00.000000030,82249711.02048391,0.18456806774690931
2018-05-19 00:00:00.000000031,39090313.41879844,0.08771852843995878
2018-05-27 00:00:00.000000031,67545782.28246687,0.1515725023912064
2018-06-04 00:00:00.000000032,54861064.89744741,0.12310804034482173
2018-06-12 00:00:00.000000032,25936828.004245184,0.058202152552672824
2018-06-20 00:00:00.000000033,26010955.21260898,0.05836849375248289
2018-06-28 00:00:00.000000033,35165671.16133687,0.07891164475525926
2018-07-06 00:00:00.000000034,35165671.16133687,0.07891164475525926
2018-07-14 00:00:00.000000034,53367418.98021464,0.11975630406002123
2018-07-22 00:00:00.000000035,121160821.08558844,0.2718844644794775
2018-07-30 00:00:00.000000035,113459192.76658715,0.25460203710427454
