,Total Flooded Area (m^2),Fractional Flooded Area
2017-01-08 00:00:00.000000000,10301413.816748798,0.05627411436914246
2017-01-16 00:00:00.000000000,,
2017-01-24 00:00:00.000000001,,
2017-02-01 00:00:00.000000001,9244392.811980063,0.05049986609884873
2017-02-09 00:00:00.000000002,,
2017-02-17 00:00:00.000000002,4775529.123594661,0.026087552335525198
2017-02-25 00:00:00.000000003,17772845.37444693,0.0970887250098226
2017-03-05 00:00:00.000000003,14234499.906859756,0.07775960562265674
2017-03-13 00:00:00.000000004,6998475.406422216,0.03823096639320633
2017-03-21 00:00:00.000000004,17888000.227752678,0.0977177879229689
2017-03-29 00:00:00.000000005,39712983.958282456,0.2169423577154801
2017-04-06 00:00:00.000000005,45854872.10319208,0.25049399655433296
2017-04-14 00:00:00.000000006,70655009.76621228,0.38597110756507574
2017-04-22 00:00:00.000000006,19607323.8838928,0.10711003424802115
2017-04-30 00:00:00.000000007,19607323.8838928,0.10711003424802115
2017-05-08 00:00:00.000000007,7256419.761572712,0.03964005357296928
2017-05-16 00:00:00.000000008,6061741.948148212,0.03311381968868237
2017-05-24 00:00:00.000000008,6061741.948148212,0.03311381968868237
2017-06-01 00:00:00.000000009,4055856.4779025232,0.022156155976495666
2017-06-09 00:00:00.000000009,4060594.2154017114,0.022182037082392688
2017-06-17 00:00:00.000000010,3840381.393036217,0.020979068075245414
2017-06-25 00:00:00.000000010,4145573.424073435,0.022646257799360355
2017-07-03 00:00:00.000000011,8018976.122100922,0.04380571322014429
2017-07-11 00:00:00.000000011,8018976.122100922,0.04380571322014429
2017-07-19 00:00:00.000000012,20708836.152923547,0.1131273274573928
2017-07-27 00:00:00.000000012,31933544.45625371,0.17444517470228887
2017-08-04 00:00:00.000000013,31933544.45625371,0.17444517470228887
2017-08-12 00:00:00.000000013,44012395.24733232,0.24042899429798506
2017-08-20 00:00:00.000000014,22805924.45738555,0.12458321003689016
2017-08-28 00:00:00.000000014,22805924.45738555,0.12458321003689016
2017-09-05 00:00:00.000000015,15469654.278047448,0.08450695308235712
2017-09-13 00:00:00.000000015,10609354.916191801,0.05795632158431521
2017-09-21 00:00:00.000000016,10465552.967724787,0.05717076656842203
2017-09-29 00:00:00.000000016,8955180.419066038,0.04891996924533569
2017-10-07 00:00:00.000000017,7866260.191011494,0.04297146328853355
2017-10-15 00:00:00.000000017,7850594.171612315,0.04288588364062685
2017-10-23 00:00:00.000000018,8062551.191868946,0.044043753211876514
2017-10-31 00:00:00.000000018,6467849.2971891835,0.03533228521318389
2017-11-08 00:00:00.000000019,6467849.2971891835,0.03533228521318389
2017-11-16 00:00:00.000000019,5720750.218599208,0.031251064932012615
2017-11-24 00:00:00.000000020,9303198.381896432,0.05082110660290809
2017-12-02 00:00:00.000000020,9303198.381896432,0.05082110660290809
2017-12-10 00:00:00.000000021,5736108.496995668,0.03133496346578381
2017-12-18 00:00:00.000000021,8377816.726661053,0.045765972033209056
2017-12-26 00:00:00.000000022,8377816.726661053,0.045765972033209056
2018-01-03 00:00:00.000000022,9681207.37020234,0.05288607762716737
2018-01-11 00:00:00.000000023,10610467.896870274,0.05796240152665178
2018-01-19 00:00:00.000000023,10610467.896870274,0.05796240152665178
2018-01-27 00:00:00.000000024,14145527.165581018,0.07727356920983781
2018-02-04 00:00:00.000000024,12260170.036751082,0.06697432246741943
2018-02-12 00:00:00.000000025,12260170.036751082,0.06697432246741943
2018-02-20 00:00:00.000000025,9946851.118835922,0.05433722471804037
2018-02-28 00:00:00.000000026,8376363.308558715,0.04575803236415274
2018-03-08 00:00:00.000000026,6551350.464674433,0.03578843175118453
2018-03-16 00:00:00.000000027,15789996.505138425,0.08625690463709167
2018-03-24 00:00:00.000000027,9820401.148439057,0.05364645933159231
2018-04-01 00:00:00.000000028,13439463.153836327,0.07341651350314878
2018-04-09 00:00:00.000000028,25222026.84290709,0.13778178883287412
2018-04-17 00:00:00.000000029,24058368.796828724,0.13142500838152305
2018-04-25 00:00:00.000000029,24058368.796828724,0.13142500838152305
2018-05-03 00:00:00.000000030,10154396.59820569,0.05547099511602822
2018-05-11 00:00:00.000000030,11396407.968043847,0.0622558006890662
2018-05-19 00:00:00.000000031,11396407.968043847,0.0622558006890662
2018-05-27 00:00:00.000000031,7040385.229131508,0.03845990954589267
2018-06-04 00:00:00.000000032,4872478.120073863,0.026617161087575707
2018-06-12 00:00:00.000000032,4872478.120073863,0.026617161087575707
2018-06-20 00:00:00.000000033,4364092.37835825,0.023839973617790618
2018-06-28 00:00:00.000000033,7242825.024212076,0.03956578883429748
2018-07-06 00:00:00.000000034,7242825.024212076,0.03956578883429748
2018-07-14 00:00:00.000000034,7535189.570290628,0.041162905132718294
2018-07-22 00:00:00.000000035,40950971.46057065,0.22370518188026275
2018-07-30 00:00:00.000000035,40950971.46057065,0.22370518188026275
2018-08-07 00:00:00.000000036,32446982.1508852,0.1772499597602529
2018-08-15 00:00:00.000000036,21216714.52424545,0.11590174328630692
2018-08-23 00:00:00.000000037,21216714.52424545,0.11590174328630692
2018-08-31 00:00:00.000000037,15032756.47656834,0.08212028681640356
2018-09-08 00:00:00.000000038,8817591.44855987,0.048168354214629124
2018-09-16 00:00:00.000000038,8817591.44855987,0.048168354214629124
2018-09-24 00:00:00.000000039,9148187.700486183,0.049974321009270795
2018-10-02 00:00:00.000000039,13136518.070146175,0.07176159830505906
2018-10-10 00:00:00.000000040,13136518.070146175,0.07176159830505906
2018-10-18 00:00:00.000000040,9887296.583866373,0.054011892800335186
