,Total Flooded Area (m^2),Fractional Flooded Area
2017-01-08 00:00:00.000000000,10478440.650486184,0.05277773820780071
2017-01-16 00:00:00.000000000,,
2017-01-24 00:00:00.000000001,,
2017-02-01 00:00:00.000000001,16138067.38953768,0.08128410746167145
2017-02-09 00:00:00.000000002,,
2017-02-17 00:00:00.000000002,20973262.053893894,0.10563798287989092
2017-02-25 00:00:00.000000003,26386699.56217653,0.13290434789987826
2017-03-05 00:00:00.000000003,26722913.176670585,0.13459778633404473
2017-03-13 00:00:00.000000004,21702207.759409826,0.10930953162427737
2017-03-21 00:00:00.000000004,15218016.71056525,0.0766500024939191
2017-03-29 00:00:00.000000005,45992231.62060963,0.23165335769234355
2017-04-06 00:00:00.000000005,26194215.70794009,0.1319348465392299
2017-04-14 00:00:00.000000006,24188309.44069465,0.12183151157047628
2017-04-22 00:00:00.000000006,51374747.83405451,0.2587639785459584
2017-04-30 00:00:00.000000007,12415786.809344418,0.0625357500915025
2017-05-08 00:00:00.000000007,14868573.21185611,0.07488992786941538
2017-05-16 00:00:00.000000008,10814967.405623402,0.054472753866617145
2017-05-24 00:00:00.000000008,22901681.924132645,0.11535103489411971
2017-06-01 00:00:00.000000009,28807762.449467953,0.1450987408932823
2017-06-09 00:00:00.000000009,52353378.33434166,0.26369313795708965
2017-06-17 00:00:00.000000010,46387860.74066616,0.23364605973859284
2017-06-25 00:00:00.000000010,,
2017-07-03 00:00:00.000000011,24847673.03291657,0.12515258960248563
2017-07-11 00:00:00.000000011,46877038.3128949,0.23610994598897864
2017-07-19 00:00:00.000000012,,
2017-07-27 00:00:00.000000012,28699065.075375617,0.14455125470281993
2017-08-04 00:00:00.000000013,46964392.91309097,0.23654993304184044
2017-08-12 00:00:00.000000013,41636046.42519197,0.209712153891396
2017-08-20 00:00:00.000000014,58325485.3825104,0.2937734058949137
2017-08-28 00:00:00.000000014,29788082.056443304,0.1500364079854291
2017-09-05 00:00:00.000000015,30898030.73687924,0.1556269899082674
2017-09-13 00:00:00.000000015,18747917.91230296,0.09442938472633837
2017-09-21 00:00:00.000000016,15644932.86911732,0.07880029088169516
2017-09-29 00:00:00.000000016,5558226.012305977,0.027995634766864085
2017-10-07 00:00:00.000000017,46458053.77395025,0.23399960752859797
2017-10-15 00:00:00.000000017,55541178.22352221,0.27974942663800334
2017-10-23 00:00:00.000000018,5277035.854627121,0.026579338103686796
2017-10-31 00:00:00.000000018,6896476.073079158,0.03473612352086425
2017-11-08 00:00:00.000000019,5258044.111822985,0.026483680623412754
2017-11-16 00:00:00.000000019,8144037.360069517,0.041019831679282755
2017-11-24 00:00:00.000000020,7582806.887734688,0.038193029874402214
2017-12-02 00:00:00.000000020,4435734.639901133,0.022341877898894517
2017-12-10 00:00:00.000000021,5107186.148363422,0.025723840264755823
2017-12-18 00:00:00.000000021,9908671.338957062,0.04990792803606226
2017-12-26 00:00:00.000000022,9772468.487013748,0.04922190244286615
2018-01-03 00:00:00.000000022,16890327.05938885,0.08507308382218072
2018-01-11 00:00:00.000000023,18860772.412978232,0.09499780950354367
2018-01-19 00:00:00.000000023,16331273.356034638,0.08225724595241515
2018-01-27 00:00:00.000000024,19704089.422250766,0.09924542284852227
2018-02-04 00:00:00.000000024,22266774.04133983,0.11215313521211374
2018-02-12 00:00:00.000000025,27777481.58381495,0.13990942927510583
