,Total Flooded Area (m^2),Fractional Flooded Area
2017-01-03 00:00:00.000000000,65137388.11042287,0.1511341325434085
2017-01-11 00:00:00.000000000,,
2017-01-19 00:00:00.000000001,,
2017-01-27 00:00:00.000000001,82145093.84588322,0.19059602881294968
2017-02-04 00:00:00.000000002,,
2017-02-12 00:00:00.000000002,60964458.41381402,0.14145194957358365
2017-02-20 00:00:00.000000003,128794640.58511163,0.29883400065217247
2017-02-28 00:00:00.000000003,137847091.83626387,0.3198378266716481
2017-03-08 00:00:00.000000004,17023004.183268826,0.03949739228351822
2017-03-16 00:00:00.000000004,67882257.20308077,0.1575028774577856
2017-03-24 00:00:00.000000005,9740421.149754092,0.02260007875323445
2017-04-01 00:00:00.000000005,54204458.63782249,0.1257671526884805
2017-04-09 00:00:00.000000006,57899648.89173785,0.1343408672602349
2017-04-17 00:00:00.000000006,93150309.55828203,0.21613072982562873
2017-04-25 00:00:00.000000007,75186459.52130735,0.17445035283729174
2017-05-03 00:00:00.000000007,,
2017-05-11 00:00:00.000000008,65346778.87137812,0.15161996858838356
2017-05-19 00:00:00.000000008,67771904.35875389,0.15724683278229495
2017-05-27 00:00:00.000000009,91884244.21106936,0.2131931590456969
2017-06-04 00:00:00.000000009,97472525.0000444,0.22615929100080356
2017-06-12 00:00:00.000000010,99349448.71437503,0.23051419753980432
2017-06-20 00:00:00.000000010,,
2017-06-28 00:00:00.000000011,83431748.88849905,0.19358137255161317
2017-07-06 00:00:00.000000011,81653618.5937757,0.1894556900912327
2017-07-14 00:00:00.000000012,85573726.55049951,0.1985512668821167
2017-07-22 00:00:00.000000012,83578067.48742759,0.19392086627657715
2017-07-30 00:00:00.000000013,89229434.82882878,0.2070333739408221
2017-08-07 00:00:00.000000013,93662007.6306802,0.21731799026912288
2017-08-15 00:00:00.000000014,81926817.33662176,0.1900895757321797
2017-08-23 00:00:00.000000014,90718357.38613366,0.21048802610988226
2017-08-31 00:00:00.000000015,96676176.0046722,0.22431157315228678
2017-09-08 00:00:00.000000015,74306455.383505,0.17240853529041827
2017-09-16 00:00:00.000000016,67702633.21361247,0.15708610735662254
2017-09-24 00:00:00.000000016,79120979.1396954,0.1835793680887484
2017-10-02 00:00:00.000000017,64410882.88819122,0.14944846875283554
2017-10-10 00:00:00.000000017,62215265.27996802,0.14435411707184223
2017-10-18 00:00:00.000000018,,
2017-10-26 00:00:00.000000018,72871960.74837063,0.1690801687622474
2017-11-03 00:00:00.000000019,62504883.29489304,0.14502609930392735
2017-11-11 00:00:00.000000019,67408279.24110952,0.15640313658383803
2017-11-19 00:00:00.000000020,66325044.02528612,0.15388977491194528
2017-11-27 00:00:00.000000020,58518589.38167144,0.1357769554540619
2017-12-05 00:00:00.000000021,72350784.50759076,0.16787091672839288
2017-12-13 00:00:00.000000021,57671676.86409312,0.13381191828574054
2017-12-21 00:00:00.000000022,54390296.70963401,0.12619834092908297
2017-12-29 00:00:00.000000022,63854869.98550001,0.14815838743135662
2018-01-06 00:00:00.000000023,68867483.16157968,0.1597888344928537
2018-01-14 00:00:00.000000023,54113147.52567661,0.12555528933125856
2018-01-22 00:00:00.000000024,69383311.21644886,0.16098567747160572
2018-01-30 00:00:00.000000024,76128797.977707,0.17663680073306584
2018-02-07 00:00:00.000000025,42380107.04028535,0.09833186285842838
2018-02-15 00:00:00.000000025,,
2018-02-23 00:00:00.000000026,37180926.45596141,0.08626853532346086
2018-03-03 00:00:00.000000026,,
2018-03-11 00:00:00.000000027,81039788.82588814,0.18803145998022883
2018-03-19 00:00:00.000000027,81138455.00720926,0.1882603888359585
2018-03-27 00:00:00.000000028,17416833.655447025,0.04041116972185791
2018-04-04 00:00:00.000000028,,
2018-04-12 00:00:00.000000029,35173554.47269247,0.08161095797527197
2018-04-20 00:00:00.000000029,12797634.597772485,0.0296935363797979
2018-04-28 00:00:00.000000030,23661265.44525713,0.05489972704901948
2018-05-06 00:00:00.000000030,88259573.41830939,0.2047830662877475
2018-05-14 00:00:00.000000031,,
2018-05-22 00:00:00.000000031,80630171.44558567,0.18708105086431878
2018-05-30 00:00:00.000000032,81173086.55000423,0.18834074219876273
2018-06-07 00:00:00.000000032,77923896.71462113,0.18080185398901413
2018-06-15 00:00:00.000000033,100556031.3803068,0.23331375444325853
2018-06-23 00:00:00.000000033,68914460.69744892,0.1598978334769792
2018-07-01 00:00:00.000000034,,
2018-07-09 00:00:00.000000034,64646905.60494942,0.14999609722847104
2018-07-17 00:00:00.000000035,64997168.46145608,0.15080878982355284
2018-07-25 00:00:00.000000035,59987359.49523612,0.1391848491915721
2018-08-02 00:00:00.000000036,82353230.24791597,0.19107895444881642
2018-08-10 00:00:00.000000036,72537643.3594774,0.1683044734199825
2018-08-18 00:00:00.000000037,58791226.5385198,0.13640953808279008
2018-08-26 00:00:00.000000037,85307438.49338403,0.1979334156650769
2018-09-03 00:00:00.000000038,72794761.1421223,0.16890104743329182
2018-09-11 00:00:00.000000038,43836728.85954139,0.10171156968247029
2018-09-19 00:00:00.000000039,54636052.78573091,0.12676855309840135
2018-09-27 00:00:00.000000039,49528081.65868525,0.1149168530573416
2018-10-05 00:00:00.000000040,39543300.35118521,0.09174980099522198
2018-10-13 00:00:00.000000040,50569156.56234884,0.11733239284243674
2018-10-21 00:00:00.000000041,58173363.74440184,0.13497595039791754
2018-10-29 00:00:00.000000041,38544074.73662062,0.08943136144992789
2018-11-06 00:00:00.000000042,45380748.9591298,0.10529406116931489
2018-11-14 00:00:00.000000042,51075104.39211339,0.11850631136422421
2018-11-22 00:00:00.000000043,34010919.24923411,0.0789133695232463
2018-11-30 00:00:00.000000043,53944746.25063185,0.12516455857951353
2018-12-08 00:00:00.000000044,48335000.96503761,0.11214862392013628
2018-12-16 00:00:00.000000044,35668155.26317632,0.08275854868459458
2018-12-24 00:00:00.000000045,46213343.25657808,0.1072258766835034
2019-01-01 00:00:00.000000045,31813539.64936853,0.07381492960527965
2019-01-09 00:00:00.000000046,21483767.638929866,0.049847417590179105
2019-01-17 00:00:00.000000046,19437202.124866854,0.04509890198901893
2019-01-25 00:00:00.000000047,22498688.42539813,0.05220227364309797
2019-02-02 00:00:00.000000047,20296885.00559737,0.047093569417522026
2019-02-10 00:00:00.000000048,,
2019-02-18 00:00:00.000000048,21615511.293933377,0.05015309400114142
2019-02-26 00:00:00.000000049,23275849.98648242,0.05400547211002822
2019-03-06 00:00:00.000000049,,
2019-03-14 00:00:00.000000050,22620013.87782704,0.052483777362239976
2019-03-22 00:00:00.000000050,15353566.774538795,0.035623903003042204
2019-03-30 00:00:00.000000051,,
2019-04-07 00:00:00.000000051,31454014.8847643,0.07298074719479951
2019-04-15 00:00:00.000000052,8532810.418659734,0.01979813649566866
2019-04-23 00:00:00.000000052,,
2019-05-01 00:00:00.000000053,3799915.136277743,0.00881670104558597
2019-05-09 00:00:00.000000053,17969844.551087473,0.041694285677597295
2019-05-17 00:00:00.000000054,,
2019-05-25 00:00:00.000000054,86010360.54416779,0.19956436092512853
2019-06-02 00:00:00.000000055,66623751.34845761,0.1545828464869884
2019-06-10 00:00:00.000000055,,
2019-06-18 00:00:00.000000056,52019490.36599285,0.12069750998438498
2019-06-26 00:00:00.000000056,53439797.3047441,0.12399295770435897
2019-07-04 00:00:00.000000057,,
